,PC1,PC2,PC3,Cluster
0,-2.534072078695658,-1.1292342305984282,2.383096656501005,1
1,-2.1923948847371544,-3.717821199435893,1.1906267896264702,1
2,-3.2164525223739386,-2.699603907733223,0.014101036884580122,1
3,-3.7395695881298012,-0.6421338895039479,1.0278484290018723,1
4,-3.4238252715664936,-1.0162931277876357,1.2481128889589048,1
5,2.350005523055462,1.0609792583261335,1.1033824218118697,0
6,2.142716177842266,1.2105799348471815,1.1484044118935477,2
7,1.858827300372935,0.7383785166286091,2.194428493369282,0
8,0.7089130548482809,-0.5599760440526607,0.9014499820099212,2
9,-3.182747321499311,-4.121361883868834,1.5093180001298903,1
10,-4.356766385084533,-3.7269467592579577,1.3302388037822346,1
11,-3.3862146347974775,-3.7681523070522305,1.232578551655494,1
12,-2.132408128497833,-1.6805782163701517,-2.03112665411103,1
13,-3.8285106679717016,-3.3522545227672413,0.17018393159840103,1
14,-3.605524428473587,-2.4147532494012247,0.8480644577623976,1
15,-3.1517584544960404,-5.552390198593872,0.8641081948004191,1
16,-1.4413633080688553,-0.7691075049264439,-0.750696704021467,1
17,1.0793559353364919,-0.3012418875104089,-0.49651536101552546,2
18,-0.886961371825871,1.4185660756536724,-1.8875346025113462,2
19,1.420831533293335,-0.05466136029815091,0.03695011358715845,2
20,2.713845014928747,1.104071798381122,0.9418914151357568,0
21,-1.7267322888848948,1.8078257345268676,-1.1913343800553122,2
22,-1.6862079241862475,1.7266849075914896,-0.8002859324221123,2
23,-2.3642543222015098,-5.157015682002086,0.1686955583138413,1
24,-3.218346166347525,-3.971809829691757,0.986311666411274,1
25,-0.5169034276323765,-5.464763555760837,-0.8297028328404658,1
26,-4.024594749228327,0.4006146922331082,0.20442240544896312,1
27,-1.3381798345765517,0.1930744430982387,-0.14215784299498424,2
28,-3.1010962852813018,-6.1377807518059875,1.727206798488044,1
29,-3.1261477277634326,-5.807647495739072,1.4617624288647908,1
30,-1.403316064057592,-5.111577521352461,0.22464680588930436,1
31,-0.9845272427533482,-1.8413003850824488,0.5289456215228333,1
32,-0.9557017757758208,-1.4812817758621653,0.3961846708370182,1
33,-0.2364523254223539,-3.7798574269926415,1.0692441431713597,1
34,-2.520995698967669,-1.3503892708770904,-0.007160841004237244,1
35,-0.4426490446267447,-3.7037658749539273,0.3601257760513393,1
36,-0.3903990887782618,-1.645124156816599,-0.017970482044976525,1
37,-0.8151904093863911,-0.6763790111613057,-0.47655775220808366,1
38,1.2379191045174824,0.7044067995763105,-0.38803048196965845,2
39,2.232872679588432,1.7811413914193022,0.4688766051735141,2
40,2.4222268393983177,-0.8363181967625186,3.187150731023512,0
41,5.927273009726565,-2.1196505877248897,4.454188796115028,0
42,7.495022892107057,-2.374858636928413,3.1879015038626655,0
43,7.452696855415479,-2.4068381169802127,3.19825106524313,0
44,6.11086731479929,-0.8090655266361289,6.212639694472441,0
45,5.865910744648392,-0.6272408374156416,6.153166155897906,0
46,5.873466716442798,-0.08010757703896629,5.466736337255972,0
47,4.552710780004737,-0.7717531438769722,4.604490742904286,0
48,6.234217160362091,-0.7870560454699002,3.8321829010054547,0
49,5.440719298035307,-0.3374168706037909,4.848220376651765,0
50,3.831179180520813,-3.0660884547617737,2.312785541363356,0
51,4.109412140292643,0.5401987407171632,2.2852699958336613,0
52,3.7397226898924014,-0.8853220568538664,-0.1580614451961338,0
53,3.435210682850111,-0.8391139091037256,-0.19812870469374072,0
54,3.6550375452052766,-1.25485726902031,0.33233285145898833,0
55,1.8461475475564324,0.7309668412228751,1.2299193817915843,2
56,0.07866699311197756,1.5567625050475302,1.581494339072907,2
57,-1.0495680707713324,0.4483988809686459,-0.7129033473254263,2
58,-1.1074004186412072,0.2794313697892258,-0.879372613884352,2
59,-2.2566506963771547,1.5233263786372269,-0.33254046509484586,2
60,-3.114130108417653,0.5990589207933303,-0.8728003030272486,2
61,-2.9142600876663156,0.7059638959547715,-3.7980439154064944,2
62,-1.922684391377494,1.8995155449389323,-2.935886580585837,2
63,-2.826166929187176,-1.341349310029789,-0.7936158739739549,1
64,-3.1347589852937805,-3.9843243223194453,-0.0005172903525165126,1
65,-3.0379981265390743,0.5650533127617335,-1.8617286959314827,2
66,-2.1420861571201497,-0.2225775821522499,-0.7398786030216119,1
67,0.8992541331360371,-1.2311152576801982,0.49374146073419595,1
68,1.484096461845297,-1.33378532933159,0.4106255464141421,0
69,0.4963843862233154,0.5116050943274706,1.1557884327327566,2
70,1.9493143030499378,1.365051454632278,0.7861443292703304,2
71,0.7163252155496801,-0.5739765987535761,-0.9074164464697362,2
72,-0.7852105089485706,1.0403452891989318,-2.0112167264729983,2
73,0.17520436061448288,-0.2322224599111748,-1.4164103956647065,2
74,-0.8794977687295299,1.4480878173872398,-1.6164214457603518,2
75,-0.8794977687295299,1.4480878173872398,-1.6164214457603518,2
76,-0.08214644642883137,-2.2232200715560926,-1.6822834119060277,1
77,0.7254244103477564,0.6296061302281302,-0.4530716943186751,2
78,1.4019329128096933,-0.4954470227883261,0.031692490099254296,2
79,0.10320756214038446,1.1563909738056442,-0.5501629076884964,2
80,0.5572936454262676,-1.5511943699015327,1.6787074056047901,1
81,-1.920945261182767,2.9137009498375375,0.8804570427106708,2
82,2.6556831575193485,-3.475202802058624,1.8730107586278226,0
83,2.4990755242525973,-3.8569662896048493,2.0392121921081445,0
84,0.8405130742962039,-1.2434914502451981,0.6853341753143165,1
85,0.06490705412560015,-1.6590683825299855,-0.5278853163318533,1
86,0.5424446833507686,-1.8281554644114435,0.027190496241534613,1
87,-0.12536209158731237,-3.869817924940232,0.07164740187293184,1
88,-0.8678135985255566,-0.44120031056702946,-2.3462065093210382,2
89,-1.4044022288891298,-2.995491241622529,0.5115455638734676,1
90,-0.5865033443127378,-1.5022001578518251,1.4145115255999436,1
91,0.8436693935992292,3.371859194285867,-5.96589736101371,2
92,0.06190336600518287,1.3311007991982837,-1.4438756918263798,2
93,0.5051220880839102,4.408411256404759,-4.860912557941634,2
94,0.48748901968715797,4.412351819648342,-3.8313842681130827,2
95,0.056170909888701326,5.354016706231554,-7.0621065893207104,2
96,0.6785759735590692,7.679226844434175,-9.254073139530215,2
97,0.3970078381265846,7.692997262126817,-9.43045339208335,2
98,1.2200905211489157,5.094349596713523,-6.678564999793947,2
99,0.5139486235448858,5.515871409497347,-6.269465378727795,2
100,1.408145028471377,0.49807032424031594,-1.7203149794060335,2
101,2.5253417860991436,-0.1467388926538809,-1.753209242026908,2
102,-0.6717607269468104,-0.2805208476152098,-0.9323501730440851,2
103,0.02697454400360832,0.6348736638958417,-0.7906575658241984,2
104,0.8811373022885249,0.505340510224612,-1.1880719578653867,2
105,-2.088777806063603,-2.1193527609154126,-2.1154099485779017,1
106,-0.2661470853989494,0.3555437128810166,-0.7881203817724919,2
107,-3.9862879458381846,-2.164748822676116,-0.9301792593028403,1
108,-4.013790242653634,-4.8109714820637,-0.9969812134506342,1
109,0.18487227629700098,-1.5298789115299511,-0.8453713672760539,1
110,-0.3333849713941982,-3.510318827120809,1.601583932988056,1
111,1.3317871136908928,-0.40576069422298067,-1.8628719572782126,2
112,-1.9966932842605694,-2.719329103786717,-0.5977965516961691,1
113,-1.4371304950923043,-0.3760903236536993,-1.7813460619938686,2
114,-4.335292198109875,0.22175514895826318,-0.6421809614683173,1
115,0.012152547297560098,-2.342394427643814,-0.4158909906719353,1
116,1.4419956489154124,-3.4899791870920613,1.022554449407889,1
117,1.3697267709955856,-0.7571855920673877,-0.43264549116736273,2
118,-1.7659949679211018,-1.0920165267497723,0.77565487191092,1
119,-1.1250287793088538,-3.1459144672251673,1.7565076543816693,1
120,-2.017186022858947,-3.077406287275798,0.30279899912866126,1
121,1.9698629671525665,-0.7130809863996347,-0.7919293401414412,2
122,5.514647817392207,-0.04400672345266873,0.45584282444365154,0
123,8.181678178597545,0.05413682257551483,-0.869091868176155,0
124,7.714475745757747,-0.952724977137273,-0.8769030391388664,0
125,0.3006230940110348,1.197425332269425,-0.9599608827927291,2
126,-0.6002542512260696,0.2834885025329798,0.17733306242786245,2
127,-0.9105610803829534,-0.43713938876326125,0.47681971163151743,1
128,-2.7197568043359612,0.02812729268237653,-0.044921334698882535,1
129,-3.4295419852879463,-0.30889099710075635,0.09644963005051754,1
130,-2.9123006474153867,-0.7811846572627698,2.3006301610104485,1
131,-1.794278062490203,2.815754884668596,2.4486753271476296,2
132,-0.41983114367166285,-1.7199692383513177,-0.2284760912552827,1
133,-2.2963534182871634,-0.4838720939108849,0.3203213937997483,1
134,-4.0879207540875,-3.1207897114056267,1.7913756053278846,1
135,-3.96384692799451,-4.224559304805922,1.6889335594561161,1
136,-2.0023117130804393,0.2661310444814383,-0.631290397113959,2
137,-2.277419877289587,0.10605284379509422,-1.5941215994650408,2
